name,target,sample_type,binder_len,energy,boltz_ipsae,boltz_iptm,boltz_binder_plddt,af2_ipsae,af2_iptm,af2_binder_plddt
1YCR_MDM2_random_24,1YCR_MDM2,random,111,-0.05273500084877014,0.0,0.3515715003013611,71.10684204101562,0.0,0.07228492014110088,59.033010482788086
1YCR_MDM2_random_25,1YCR_MDM2,random,196,-0.5918005228042602,0.0,0.2526293992996216,92.77900695800781,0.0,0.09195803478360176,49.74626541137695
1YCR_MDM2_random_26,1YCR_MDM2,random,82,-0.05648690462112427,0.0,0.12814325094223022,58.47928237915039,0.0,0.07055692002177238,47.87771415710449
1YCR_MDM2_random_27,1YCR_MDM2,random,82,-0.0545714557170868,0.0,0.2203095406293869,51.13637924194336,0.0,0.06159262917935848,46.18393325805664
1YCR_MDM2_random_28,1YCR_MDM2,random,134,-0.41452059149742126,0.012441285885870457,0.4364067316055298,92.55265045166016,0.0,0.07686970755457878,69.44619178771973
1YCR_MDM2_random_29,1YCR_MDM2,random,57,-0.0710022509098053,0.01497584767639637,0.37347736954689026,61.6962776184082,0.0,0.06327874585986137,64.29067420959473
2VSM_nipah_top20_00,2VSM_nipah,top20,104,-0.20481227189302445,0.0,0.40253448486328125,92.71227264404297,0.0,0.1350405290722847,91.63068771362305
2VSM_nipah_top20_01,2VSM_nipah,top20,124,-0.3546035557985306,0.0,0.5331588387489319,33.89992141723633,0.0,0.1457248479127884,27.03367042541504
2VSM_nipah_top20_02,2VSM_nipah,top20,121,-0.4473904013633728,0.6174734830856323,0.7993100881576538,88.09378814697266,0.0,0.14756125211715698,34.61064147949219
2VSM_nipah_top20_03,2VSM_nipah,top20,129,-0.29691181778907777,0.011968395672738552,0.506587564945221,81.64705657958984,0.0,0.15148968994617462,29.921798706054688
2VSM_nipah_top20_04,2VSM_nipah,top20,121,-0.31411354839801786,0.0,0.21264562010765076,87.96925354003906,0.0,0.14815987646579742,30.553808212280273
2VSM_nipah_top20_05,2VSM_nipah,top20,121,-0.3393928050994873,0.011113123968243599,0.5830621123313904,86.86859893798828,0.0,0.1478569656610489,29.76273536682129
2VSM_nipah_top20_06,2VSM_nipah,top20,90,-0.23940840661525725,0.0,0.17175473272800446,69.5926742553711,0.0,0.15378934144973755,42.66460037231445
2VSM_nipah_top20_07,2VSM_nipah,top20,179,-0.2207458049058914,0.0,0.3544450104236603,58.4505500793457,0.0,0.16396912187337875,33.102654457092285
2VSM_nipah_top20_08,2VSM_nipah,top20,129,-0.27917357087135314,0.5563093423843384,0.768549382686615,82.71857452392578,0.0,0.15322748571634293,27.520010948181152
2VSM_nipah_top20_09,2VSM_nipah,top20,121,-0.39369431138038635,0.05162649601697922,0.6082946062088013,85.13064575195312,0.0,0.1431908681988716,32.930277824401855
2VSM_nipah_top20_10,2VSM_nipah,top20,102,-0.2216986805200577,0.0,0.22165964543819427,90.83049774169922,0.0,0.14491060376167297,72.42352104187012
2VSM_nipah_top20_11,2VSM_nipah,top20,229,-0.3248596012592316,0.0,0.3863922953605652,55.84017562866211,0.0,0.17118925601243973,31.380260467529297
2VSM_nipah_top20_12,2VSM_nipah,top20,174,-0.19177978932857515,0.0,0.250908225774765,72.49984741210938,0.0,0.16270938515663147,39.24181938171387
2VSM_nipah_top20_13,2VSM_nipah,top20,98,-0.19014169573783873,0.0,0.24627302587032318,91.61810302734375,0.0,0.14755038917064667,42.235511779785156
2VSM_nipah_top20_14,2VSM_nipah,top20,144,-0.48785421848297117,0.0,0.41838452219963074,38.86296081542969,0.0,0.15517355501651764,31.941064834594727
2VSM_nipah_random_15,2VSM_nipah,random,51,-0.07578572034835816,0.0,0.5038971900939941,65.8755111694336,0.0,0.13063988462090492,85.19216918945312
2VSM_nipah_random_16,2VSM_nipah,random,229,-0.34576072096824645,0.0,0.4605869948863983,53.67647171020508,0.0,0.17517687380313873,31.605365753173828
2VSM_nipah_random_17,2VSM_nipah,random,151,-0.057256299257278445,0.0,0.2588804066181183,70.32540130615234,0.0,0.1468551643192768,32.025147438049316
2VSM_nipah_random_18,2VSM_nipah,random,234,-0.04008333384990692,0.0,0.200749471783638,82.76663970947266,0.0,0.18365035951137543,75.42966842651367
2VSM_nipah_random_19,2VSM_nipah,random,123,-0.06859828233718872,0.4271068871021271,0.6982102394104004,93.49747467041016,0.0,0.14512424170970917,35.63442420959473
2VSM_nipah_random_20,2VSM_nipah,random,134,-0.28526282906532285,0.0,0.18558235466480255,40.91130065917969,0.0,0.1473228856921196,26.23469352722168
2VSM_nipah_random_21,2VSM_nipah,random,51,-0.07686427235603333,0.6146406531333923,0.8573797941207886,78.4381103515625,0.0,0.1287778615951538,82.5415153503418
2VSM_nipah_random_22,2VSM_nipah,random,85,-0.057443320751190186,0.0,0.32636162638664246,61.59345626831055,0.0,0.13700200989842415,49.834245681762695
2VSM_nipah_random_23,2VSM_nipah,random,129,-0.07672327160835267,0.0,0.35738977789878845,88.448486328125,0.0,0.1493154987692833,28.001567840576172
2VSM_nipah_random_24,2VSM_nipah,random,56,-0.023185093700885773,0.0,0.16144990921020508,52.52589797973633,0.0,0.15203482657670975,34.496116638183594
2VSM_nipah_random_25,2VSM_nipah,random,90,-0.04446189403533936,0.0,0.5147378444671631,58.43754959106445,0.0,0.1449376791715622,49.51567268371582
2VSM_nipah_random_26,2VSM_nipah,random,81,-0.025060126185417177,0.0,0.5015366077423096,36.13096237182617,0.0,0.15630868822336197,32.28593349456787
2VSM_nipah_random_27,2VSM_nipah,random,121,-0.08347814083099366,0.013434465043246746,0.5514345169067383,94.63877868652344,0.0,0.14945057779550552,33.86561107635498
2VSM_nipah_random_28,2VSM_nipah,random,82,-0.06921502947807312,0.0,0.3039607107639313,36.95934295654297,0.0,0.14168821275234222,29.170394897460938
2VSM_nipah_random_29,2VSM_nipah,random,121,-0.08360583782196046,0.0,0.21756313741207123,91.58222961425781,0.0,0.15077397227287292,31.55642318725586
4OYD_epstein_barr_top20_00,4OYD_epstein_barr,top20,107,-0.7078665554523468,0.0,0.10294570028781891,93.7409439086914,0.0,0.09859032928943634,95.41465759277344
4OYD_epstein_barr_top20_01,4OYD_epstein_barr,top20,103,-0.6416166961193085,0.0,0.12856152653694153,44.275238037109375,0.0,0.1130007728934288,32.08740520477295
4OYD_epstein_barr_top20_02,4OYD_epstein_barr,top20,65,-0.6462749421596528,0.49782684445381165,0.7196077108383179,70.19386291503906,0.22116896510124207,0.5141045153141022,46.29868507385254
4OYD_epstein_barr_top20_03,4OYD_epstein_barr,top20,107,-0.7060353577136993,0.0,0.09834617376327515,91.03665161132812,0.0,0.09941539913415909,96.15636825561523
4OYD_epstein_barr_top20_04,4OYD_epstein_barr,top20,65,-0.6352085590362548,0.7299550771713257,0.8198640942573547,61.582820892333984,0.41520655155181885,0.6377822160720825,56.34513854980469
4OYD_epstein_barr_top20_05,4OYD_epstein_barr,top20,129,-0.6718821942806243,0.3806266188621521,0.7195684909820557,83.77074432373047,0.0,0.11294756084680557,32.83531188964844
4OYD_epstein_barr_top20_06,4OYD_epstein_barr,top20,129,-0.6354707241058349,0.11245588213205338,0.5384827852249146,82.84143829345703,0.0,0.11225755512714386,39.25601863861084
4OYD_epstein_barr_top20_07,4OYD_epstein_barr,top20,65,-0.6801300406455993,0.6936221718788147,0.8065664768218994,59.04633331298828,0.30251993983983994,0.5650841146707535,53.62252616882324
4OYD_epstein_barr_top20_08,4OYD_epstein_barr,top20,105,-0.6891952931880951,0.0,0.27191150188446045,93.15398406982422,0.0,0.10264801234006882,95.90536499023438
4OYD_epstein_barr_top20_09,4OYD_epstein_barr,top20,65,-0.7111285746097564,0.5414048433303833,0.7442243695259094,57.59097671508789,0.04639994911849499,0.25952157378196716,38.06908416748047
4OYD_epstein_barr_top20_10,4OYD_epstein_barr,top20,82,-0.7241427540779114,0.03578200563788414,0.5526906847953796,49.30507278442383,0.050888290628790855,0.32686248421669006,46.713571548461914
4OYD_epstein_barr_top20_11,4OYD_epstein_barr,top20,65,-0.6507914394140244,0.7015411853790283,0.8167872428894043,57.7567138671875,0.2890309616923332,0.5585565268993378,52.56893730163574
4OYD_epstein_barr_top20_12,4OYD_epstein_barr,top20,107,-0.6540421426296235,0.0,0.1076655238866806,93.2982177734375,0.0,0.10338413715362549,96.00944519042969
4OYD_epstein_barr_top20_13,4OYD_epstein_barr,top20,82,-0.7700665235519409,0.015462005510926247,0.5340973734855652,57.85848617553711,0.035803692415356636,0.3076196610927582,37.3568115234375
4OYD_epstein_barr_top20_14,4OYD_epstein_barr,top20,82,-0.7916025340557098,0.0,0.20883730053901672,42.278221130371094,0.057799531146883965,0.40754449367523193,37.70546913146973
4OYD_epstein_barr_random_15,4OYD_epstein_barr,random,129,-0.669386339187622,0.015170013532042503,0.3501593768596649,80.56642150878906,0.0,0.1137421503663063,33.34263610839844
4OYD_epstein_barr_random_16,4OYD_epstein_barr,random,129,-0.627310186624527,0.1316964477300644,0.49518436193466187,74.3002700805664,0.0,0.11081989109516144,33.39921760559082
4OYD_epstein_barr_random_17,4OYD_epstein_barr,random,82,-0.052731198072433476,0.0,0.2348574846982956,60.88373565673828,0.0,0.11564730852842331,38.944828033447266
4OYD_epstein_barr_random_18,4OYD_epstein_barr,random,121,-0.6209189116954803,0.3061804473400116,0.6806055307388306,84.10196685791016,0.0,0.10920841246843338,28.853986740112305
4OYD_epstein_barr_random_19,4OYD_epstein_barr,random,64,-0.031942492723464964,0.0,0.15593969821929932,45.076168060302734,0.006972521543502808,0.14660141989588737,39.49021911621094
4OYD_epstein_barr_random_20,4OYD_epstein_barr,random,82,-0.04599472284317017,0.0,0.13955767452716827,59.04633331298828,0.0,0.12471913918852806,44.80192184448242
4OYD_epstein_barr_random_21,4OYD_epstein_barr,random,71,-0.0849546179175377,0.21083450317382812,0.616783082485199,55.8651123046875,0.020264197140932083,0.18335453420877457,35.30637168884277
4OYD_epstein_barr_random_22,4OYD_epstein_barr,random,80,-0.05619107484817505,0.0,0.1848214715719223,61.39508056640625,0.007090663071721792,0.10548722371459007,48.40952682495117
4OYD_epstein_barr_random_23,4OYD_epstein_barr,random,65,-0.7069127321243286,0.6299127340316772,0.7903419137001038,59.680240631103516,0.12666679918766022,0.31102022156119347,41.05483818054199
4OYD_epstein_barr_random_24,4OYD_epstein_barr,random,121,-0.08650190830230714,0.19353638589382172,0.6268760561943054,91.1985092163086,0.0,0.1403399482369423,44.44186019897461
4OYD_epstein_barr_random_25,4OYD_epstein_barr,random,118,-0.08706474304199219,0.0,0.18154193460941315,93.50504302978516,0.0,0.10199263319373131,89.50111770629883
4OYD_epstein_barr_random_26,4OYD_epstein_barr,random,82,-0.056287443637847906,0.016490362584590912,0.3821793794631958,50.15542221069336,0.012123349122703075,0.18003813922405243,31.967159271240234
4OYD_epstein_barr_random_27,4OYD_epstein_barr,random,129,-0.07860423922538758,0.5711784958839417,0.8141164183616638,86.5008316040039,0.0,0.11456701159477234,29.927477836608887
4OYD_epstein_barr_random_28,4OYD_epstein_barr,random,131,-0.07001813054084778,0.4058837890625,0.7434548735618591,80.10379791259766,0.0,0.11470400542020798,31.762001037597656
4OYD_epstein_barr_random_29,4OYD_epstein_barr,random,44,-0.5370516121387482,0.0,0.21577106416225433,43.82262420654297,0.20061180368065834,0.503998413681984,49.20135498046875
4ZQK_PD-L1_top20_00,4ZQK_PD-L1,top20,38,-0.6860928237438202,0.7252766489982605,0.9052777886390686,59.00377655029297,0.0,0.11565123498439789,44.726112365722656
4ZQK_PD-L1_top20_01,4ZQK_PD-L1,top20,93,-0.995738410949707,0.1307869851589203,0.5460590720176697,75.89542388916016,0.0,0.09678251668810844,91.54410934448242
4ZQK_PD-L1_top20_02,4ZQK_PD-L1,top20,42,-0.8285554051399231,0.45190250873565674,0.8283737897872925,56.490989685058594,0.0,0.08140796422958374,42.49053764343262
4ZQK_PD-L1_top20_03,4ZQK_PD-L1,top20,129,-0.6935494124889374,0.2709396779537201,0.6837782263755798,83.90269470214844,0.0,0.09609513729810715,31.998600006103516
4ZQK_PD-L1_top20_04,4ZQK_PD-L1,top20,42,-0.7535822451114654,0.21305090188980103,0.7065420746803284,52.80443572998047,0.0,0.07802510261535645,44.09566116333008
4ZQK_PD-L1_top20_05,4ZQK_PD-L1,top20,121,-0.6343408703804017,0.013880726881325245,0.40438535809516907,89.94377899169922,0.0,0.1120537631213665,30.87406635284424
4ZQK_PD-L1_top20_06,4ZQK_PD-L1,top20,121,-0.7380555212497711,0.0,0.21659883856773376,74.69400024414062,0.0,0.10250459611415863,32.32937145233154
4ZQK_PD-L1_top20_07,4ZQK_PD-L1,top20,42,-0.829506516456604,0.23188626766204834,0.7049713730812073,61.57734680175781,0.0,0.07794541120529175,56.52553749084473
4ZQK_PD-L1_top20_08,4ZQK_PD-L1,top20,129,-0.7483900368213654,0.03700565546751022,0.5090153813362122,86.31468963623047,0.0,0.09524655342102051,31.028377532958984
4ZQK_PD-L1_top20_09,4ZQK_PD-L1,top20,121,-0.7250617563724517,0.0,0.3376968204975128,87.7503662109375,0.0,0.10317153483629227,31.621779441833496
4ZQK_PD-L1_top20_10,4ZQK_PD-L1,top20,42,-0.79796804189682,0.6864743828773499,0.893833577632904,60.92483901977539,0.0,0.0746123231947422,41.54509162902832
4ZQK_PD-L1_top20_11,4ZQK_PD-L1,top20,129,-0.7213059484958648,0.0,0.3866371810436249,84.06273651123047,0.0,0.10027216374874115,32.661911964416504
4ZQK_PD-L1_top20_12,4ZQK_PD-L1,top20,93,-1.0364122450351716,0.3541198968887329,0.7353479266166687,81.54595947265625,0.0,0.09798138588666916,91.01897811889648
